sale_counter,property_id,contract_date,settlement_date,purchase_price,component_code,sale_code,interest_percent,dealing_number
9,3104408,2018-03-10,2018-04-26,650000,,,0,AN305141
10,3524177,2015-05-25,2018-02-05,2000000,,,0,AN234340
11,3557009,2017-12-21,2018-04-24,885000,,,0,AN288044
12,3609704,2018-03-20,2018-04-27,755000,,,0,AN304311
14,1452617,2018-03-22,2018-05-01,750000,,,0,AN304826
15,1450213,2018-03-15,2018-04-26,760000,,,0,AN305059
17,1450213,2018-03-15,2018-04-26,760000,,,0,AN305059
18,1452935,2018-03-09,2018-04-20,987500,,,0,AN289562
19,1456530,2018-02-22,2018-04-23,745500,,,0,AN302110
20,3759332,2018-03-11,2018-04-17,1260000,,,0,AN305159
21,3742857,2018-03-16,2018-04-27,1000000,,,0,AN308784
22,1905163,2018-03-06,2018-04-03,1381000,,,0,AN302326
23,1908013,2018-03-29,2018-04-26,1170000,,,0,AN303712
24,1902981,2018-04-12,2018-04-26,950000,,,0,AN294048
26,1898193,2018-03-16,2018-04-27,803000,,,0,AN306821
27,1911204,2018-02-23,2018-04-20,3500000,,,0,AN285306
28,1899127,2018-02-16,2018-04-19,810000,,,0,AN282416
29,1912046,2018-03-02,2018-04-17,1255000,,,0,AN282305
30,1912046,2018-03-02,2018-04-17,1255000,,,0,AN282305
31,1912155,2018-03-24,2018-04-27,1120000,,,0,AN298931
33,3247219,2018-03-09,2018-04-20,835000,,,0,AN290663
34,3423818,2018-03-03,2018-04-23,1100000,,,0,AN297068
35,3764553,2018-03-20,2018-04-30,945000,,,0,AN303277
37,3905154,2018-03-13,2018-04-24,765000,,,0,AN305334
38,3890011,2018-03-09,2018-04-20,665000,,,0,AN291159
1,864192,2018-03-24,2018-05-04,930000,,,0,AN319522
2,861658,2018-03-17,2018-04-27,1376000,,,0,AN313534
4,872621,2018-03-23,2018-05-04,745000,,,0,AN314526
8,859524,2018-03-24,2018-05-04,885000,,,0,AN319375
15,896382,2018-02-16,2018-04-17,775000,,,0,AN315151
16,3098448,2018-03-16,2018-05-03,710000,,,0,AN323449
18,4107595,2015-10-20,2018-04-13,650000,,,0,AN316582
19,4107595,2016-12-07,2018-04-13,921000,,,0,AN322789
20,4107595,2015-10-28,2018-04-23,560000,,,0,AN316127
21,4107595,2015-10-20,2018-04-18,645000,,,0,AN323728
22,4107595,2013-11-26,2018-05-04,620000,,,0,AN325807
23,4107595,2013-11-16,2018-04-16,677500,,,0,AN321993
24,4107595,2013-11-16,2018-04-30,840000,,,0,AN316699
25,4107595,2013-11-16,2018-04-06,635000,,,0,AN326977
26,4107595,2014-01-13,2018-04-13,1015000,,,0,AN313139
27,4107595,2014-02-03,2018-04-13,990000,,,0,AN314274
29,4080014,2018-04-04,2018-04-27,775000,,,0,AN318844
30,4080014,2018-03-22,2018-05-03,641000,,,0,AN316560
31,4106050,2016-03-18,2018-05-01,1150000,,,0,AN312749
37,4097929,2016-03-31,2018-04-23,835000,,,0,AN320421
38,4097929,2016-05-04,2018-04-10,835000,,,0,AN316777
40,4097929,2016-10-19,2018-04-27,905000,,,0,AN310441
41,4097929,2017-05-15,2018-04-26,1410000,,,0,AN291899
52,4085183,2018-04-11,2018-05-04,600000,,,0,AN324062
53,3274708,2018-02-26,2018-05-01,731000,,,0,AN322249
55,3778729,2018-03-23,2018-05-04,622500,,,0,AN313462
56,4002398,2018-03-23,2018-05-03,740000,,,0,AN318857
57,3967191,2018-03-10,2018-05-08,742000,,,0,AN323537
1,2869912,2018-01-24,2018-04-27,816000,,,0,AN314269
2,2946118,2018-03-15,2018-05-07,945000,,,0,AN318561
4,3612098,2018-03-02,2018-04-10,1925000,,,0,AN325100
5,4102332,2018-02-27,2018-05-04,1278000,,,0,AN326487
8,1455410,2018-03-16,2018-04-30,1200000,,,0,AN316375
11,1448907,2018-01-20,2018-05-04,1280000,,,0,AN325273
13,3741599,2018-03-09,2018-04-13,3400000,,,0,AN323356
14,1897739,2018-03-24,2018-05-03,824000,,,0,AN324985
15,1897739,2018-03-24,2018-05-03,824000,,,0,AN324985
16,1900302,2018-03-16,2018-04-27,1000000,,,0,AN312985
20,1906704,2018-03-23,2018-04-27,805000,,,0,AN313549
21,1906704,2018-03-23,2018-04-27,805000,,,0,AN313549
23,1896798,2018-03-24,2018-05-07,1660000,,,0,AN319060
26,1899488,2018-03-06,2018-05-01,1250000,,,0,AN319482
27,1902162,2018-03-31,2018-05-04,1210000,,,0,AN314134
30,2843647,2018-02-24,2018-05-07,1085000,,,0,AN320203
1,2926038,2018-03-19,2018-05-07,515000,,,0,AN330492
4,865886,2018-03-17,2018-05-08,1190000,,,0,AN323786
5,864192,2018-04-03,2018-05-11,1220000,,,0,AN332551
6,875063,2018-03-23,2018-05-04,627000,,,0,AN329639
7,867641,2018-03-21,2018-05-02,753800,,,0,AN330697
10,873556,2018-03-09,2018-04-19,1150000,,,0,AN323816
11,860486,2018-03-28,2018-05-09,570000,,,0,AN327634
13,4107595,2015-10-26,2018-04-13,870000,,,0,AN330544
14,4107595,2013-11-16,2018-04-13,620000,,,0,AN275331
15,4106050,2015-12-14,2018-04-30,595000,,,0,AN334205
16,4106050,2016-01-28,2018-05-07,680000,,,0,AN332738
21,4097929,2016-09-20,2018-05-08,825000,,,0,AN326747
23,4097929,2016-04-29,2018-05-04,1380000,,,0,AN323813
25,3236079,2018-03-27,2018-05-07,760000,,,0,AN333082
1,3477786,2018-04-06,2018-05-04,659000,,,0,AN328124
2,3095166,2018-03-13,2018-05-10,1020000,,,0,AN329783
3,4051370,2018-04-18,2018-05-02,2050000,,,0,AN313580
4,4051370,2018-04-18,2018-05-02,2050000,,,0,AN313580
5,4051370,2018-04-18,2018-05-02,2050000,,,0,AN313580
6,1449534,2018-04-16,2018-05-04,84000,,,0,AN328140
8,1452913,2018-03-28,2018-05-09,725000,,,0,AN327521
9,1452913,2018-03-28,2018-05-09,725000,,,0,AN327521
13,1900302,2018-05-02,2018-05-02,710000,,,0,AN321685
16,1911939,2018-03-20,2018-05-01,1010000,,,0,AN326556
17,1911939,2018-03-20,2018-05-01,1010000,,,0,AN326556
18,1901929,2017-05-05,2018-05-07,700000,,,0,AN329163
19,1901929,2017-05-05,2018-05-07,700000,,,0,AN329142
20,1910032,2018-03-29,2018-05-10,745000,,,0,AN328595
21,1910032,2018-03-29,2018-05-10,745000,,,0,AN328595
22,3801419,2018-03-27,2018-05-07,765000,,,0,AN326512
23,3801419,2018-04-09,2018-05-09,785000,,,0,AN330156
1,3382635,2018-04-06,2018-05-18,808000,,,0,AN351440
4,3461773,2018-04-03,2018-05-15,620000,,,0,AN354073
14,895461,2018-03-13,2018-04-26,1005000,,,0,AN336836
15,895461,2018-03-13,2018-04-26,1005000,,,0,AN336836
16,872099,2018-04-04,2018-05-16,645000,,,0,AN344795
21,891354,2018-03-28,2018-05-09,765000,,,0,AN342138
23,893770,2018-03-22,2018-05-10,821000,,,0,AN335067
24,864663,2018-03-28,2018-05-10,762000,,,0,AN361834
25,867542,2018-03-28,2018-05-02,821000,,,0,AN355007
26,867542,2018-04-04,2018-05-18,840000,,,0,AN355940
27,872738,2018-03-29,2018-05-10,850000,,,0,AN335298
31,870550,2018-04-04,2018-05-16,598000,,,0,AN360505
37,862569,2018-04-16,2018-05-15,620000,,,0,AN351990
39,868181,2018-03-19,2018-05-07,745000,,,0,AN335821
40,892450,2018-04-07,2018-05-11,740000,,,0,AN348106
42,3067034,2018-02-28,2018-05-03,1140000,,,0,AN335036
43,3087131,2018-02-15,2018-05-10,895000,,,0,AN345389
45,4034949,2018-03-28,2018-05-09,620000,,,0,AN334765
46,4107595,2018-04-06,2018-05-22,852000,,,0,AN362932
47,4107595,2017-04-05,2018-04-13,624000,,,0,AN336789
48,4107595,2016-12-13,2018-04-06,870000,,,0,AN357747
49,4107595,2016-09-29,2018-05-18,620000,,,0,AN360200
50,4107595,2013-11-16,2018-04-20,627500,,,0,AN341257
51,4107595,2013-11-10,2018-04-06,870000,,,0,AN334513
53,4024007,2018-04-03,2018-05-15,870000,,,0,AN351716
54,4114228,2018-02-28,2018-05-11,1365000,,,0,AN347707
55,4079792,2018-04-12,2018-05-17,805000,,,0,AN357348
57,4106050,2016-03-22,2018-04-30,670000,,,0,AN349407
58,4106050,2016-03-18,2018-05-03,575000,,,0,AN355459
59,4106050,2016-08-11,2018-04-30,595000,,,0,AN349229
60,4106050,2018-04-11,2018-04-30,275000,,,0,AN349230
67,4076543,2014-07-16,2017-12-11,710000,,,0,AN363573
68,4056374,2018-03-15,2018-05-14,895000,,,0,AN357443
70,4097929,2016-05-30,2018-04-10,605000,,,0,AN363401
71,4097929,2018-05-22,2018-05-23,830000,,,0,AN363296
74,4097929,2015-12-05,2018-04-10,715000,,,0,AN334508
83,3176714,2018-03-15,2018-05-18,2550000,,,0,AN361406
84,3682171,2018-03-02,2018-04-03,875000,,,0,AN338776
85,3274659,2018-04-03,2018-05-15,640000,,,0,AN351350
86,3294507,2018-04-09,2018-05-21,830000,,,0,AN359708
87,3863145,2018-04-07,2018-05-21,920000,,,0,AN360370
88,4013749,2018-03-16,2018-04-27,795000,,,0,AN355311
1,3465337,2018-04-06,2018-05-18,1100000,,,0,AN355827
2,3447250,2018-01-23,2018-05-11,1100000,,,0,AN337208
3,2843647,2017-12-15,2018-05-10,1850000,,,0,AN336985
4,2981120,2018-04-19,2018-05-09,872000,,,0,AN334261
5,3139109,2018-03-29,2018-05-10,925000,,,0,AN340693
6,3591477,2018-04-07,2018-05-21,720000,,,0,AN355123
7,4102332,2018-04-05,2018-05-09,1117700,,,0,AN344724
10,4102332,2018-02-22,2018-05-15,729000,,,0,AN351362
12,1452518,2018-03-31,2018-05-09,800000,,,0,AN340701
18,1451897,2018-04-03,2018-05-15,715000,,,0,AN349549
20,3176423,2018-04-06,2018-05-04,900000,,,0,AN334166
21,3214307,2018-05-18,2018-05-18,550000,,,0,AN363313
22,3751584,2018-03-20,2018-05-01,30000,,,0,AN331115
25,3751584,2018-03-20,2018-05-01,28000,,,0,AN331111
26,3759332,2018-03-16,2018-05-16,750000,,,0,AN357595
27,1905163,2018-04-06,2018-05-18,1225000,,,0,AN366049
29,1900103,2018-05-07,2018-05-11,505000,,,0,AN344748
32,1900815,2017-11-17,2017-12-21,1155000,,,0,AN335626
33,1898480,2018-03-16,2018-04-27,885000,,,0,AN362430
39,1899127,2018-03-23,2018-05-07,766000,,,0,AN338295
42,1912077,2018-03-14,2018-05-14,1435000,,,0,AN345975
43,1912077,2018-03-14,2018-05-14,1435000,,,0,AN345975
44,1897024,2018-03-24,2018-05-04,793500,,,0,AN335631
48,2843647,2018-04-05,2018-05-17,730000,,,0,AN352820
50,3247219,2018-03-23,2018-05-01,838000,,,0,AN336155
51,3299115,2018-03-27,2018-05-08,655000,,,0,AN333785
52,3802268,2018-03-28,2018-05-09,900000,,,0,AN342547
53,3801419,2018-04-06,2018-05-11,799000,,,0,AN337236
54,3801419,2018-03-12,2018-04-23,850000,,,0,AN336887
56,4014793,2018-03-16,2018-05-11,625000,,,0,AN356999
57,3933535,2018-03-22,2018-05-17,1010000,,,0,AN348794
5,866276,2018-04-18,2018-05-30,630000,,,0,AN381256
7,893770,2018-04-06,2018-05-18,855000,,,0,AN366644
9,894110,2018-03-28,2018-05-23,670000,,,0,AN371914
11,864067,2018-04-06,2018-05-18,832000,,,0,AN365247
13,891075,2018-05-16,2018-05-21,690000,,,0,AN368886
14,891075,2018-03-29,2018-05-25,833000,,,0,AN373521
15,894927,2018-03-21,2018-05-01,665000,,,0,AN374577
17,880478,2018-04-16,2018-05-28,590000,,,0,AN372985
18,891561,2018-03-24,2018-05-23,623000,,,0,AN370411
19,873123,2018-04-10,2018-05-22,495000,,,0,AN371149
21,878468,2018-04-13,2018-05-25,560000,,,0,AN375531
23,868181,2018-04-13,2018-05-25,779000,,,0,AN382016
24,884472,2018-04-09,2018-05-23,630000,,,0,AN368743
26,873747,2018-03-29,2018-05-15,633000,,,0,AN368840
27,873747,2018-03-29,2018-05-15,633000,,,0,AN368840
29,896382,2018-04-10,2018-05-21,635000,,,0,AN364986
30,4043620,2018-04-14,2018-05-25,845000,,,0,AN381505
31,4107595,2016-08-25,2018-05-23,860000,,,0,AN372251
32,4107595,2014-11-16,2018-05-01,670000,,,0,AN322130
33,4107595,2013-11-18,2018-04-06,900000,,,0,AN374937
34,4107595,2013-11-16,2018-04-13,602500,,,0,AN370374
35,4107595,2018-03-15,2018-04-13,675000,,,0,AN370375
36,4107595,2018-04-13,2018-05-25,1070000,,,0,AN382393
38,4119462,2013-07-30,2018-05-30,775000,,,0,AN380241
40,4096226,2015-10-28,2018-02-22,850000,,,0,AN370774
41,4076543,2014-09-03,2018-05-30,725000,,,0,AN382445
44,3746648,2018-03-24,2018-05-17,960000,,,0,AN374225
45,3252290,2018-04-10,2018-05-22,710000,,,0,AN369922
46,3872764,2018-04-03,2018-05-04,610000,,,0,AN349440
47,3872764,2018-04-11,2018-05-23,818000,,,0,AN376743
48,3863145,2018-04-13,2018-05-25,730000,,,0,AN370922
50,3774447,2018-04-10,2018-05-22,673000,,,0,AN375310
51,3967191,2018-05-07,2018-05-31,738500,,,0,AN386265
1,2926049,2018-04-13,2018-05-21,950000,,,0,AN364783
2,3042620,2017-12-05,2018-05-25,2600000,,,0,AN369261
3,3064391,2018-04-10,2018-05-25,590000,,,0,AN376470
4,3617176,2018-04-13,2018-05-23,1180000,,,0,AN382129
6,4073630,2018-04-18,2018-05-18,840000,,,0,AN378016
7,4052898,2018-04-18,2018-05-25,750000,,,0,AN384793
10,3718688,2018-04-09,2018-05-24,680000,,,0,AN372186
11,3678749,2018-04-14,2018-05-28,710000,,,0,AN373873
12,1900131,2018-03-16,2018-05-17,855000,,,0,AN386319
13,1903056,2018-04-28,2018-05-31,825000,,,0,AN384288
14,1908786,2018-05-02,2018-05-16,2425000,,,0,AN381565
18,1901548,2018-03-21,2018-05-25,780000,,,0,AN377187
21,1902287,2018-04-14,2018-05-28,920000,,,0,AN374286
23,3866484,2018-04-14,2018-05-25,930000,,,0,AN381512
1,857958,2018-05-03,2018-06-01,1290000,,,0,AN400411
4,893933,2018-04-26,2018-06-07,605000,,,0,AN402114
5,858472,2018-04-14,2018-05-28,585000,,,0,AN387878
8,882777,2018-04-20,2018-06-01,730000,,,0,AN389530
10,895371,2018-04-23,2018-06-04,950000,,,0,AN392173
11,861268,2018-03-29,2018-05-14,788000,,,0,AN404104
12,866780,2018-03-26,2018-05-23,1000000,,,0,AN387354
15,872497,2018-04-18,2018-05-15,650000,,,0,AN400643
19,867676,2018-04-07,2018-05-31,922000,,,0,AN396909
24,887314,2018-04-17,2018-06-01,452000,,,0,AN402915
25,887327,2018-05-03,2018-06-06,570000,,,0,AN401490
26,893317,2018-04-16,2018-05-28,751000,,,0,AN394293
27,893317,2018-04-18,2018-06-01,775000,,,0,AN398571
28,3061886,2018-03-29,2018-06-04,1175000,,,0,AN394570
29,4107595,2013-11-16,2018-04-06,830000,,,0,AN383177
30,3680972,2017-11-22,2018-05-30,880000,,,0,AN399907
32,4106050,2016-03-18,2018-05-31,1150000,,,0,AN385955
33,4106050,2016-04-18,2018-05-25,670000,,,0,AN387872
38,4085183,2018-04-13,2018-05-25,575000,,,0,AN382940
39,3320137,2018-04-26,2018-06-05,1420000,,,0,AN400720
40,3872764,2018-04-13,2018-05-25,875000,,,0,AN378805
1,3003951,2018-04-24,2018-06-05,820000,,,0,AN400963
2,3064391,2018-04-18,2018-05-31,520000,,,0,AN392602
3,3588583,2018-05-10,2018-05-31,905000,,,0,AN398574
4,3588583,2018-05-31,2018-05-31,22000,,,0,AN399075
7,1453221,2018-05-09,2018-05-28,870000,,,0,AN388471
9,1448718,2018-05-04,2018-06-01,630000,,,0,AN401615
12,3718631,2018-04-11,2018-05-24,619000,,,0,AN387800
13,3718688,2018-04-18,2018-06-01,598000,,,0,AN395106
14,3718688,2018-04-12,2018-05-24,675000,,,0,AN394552
17,1898342,2018-04-14,2018-05-28,1685000,,,0,AN393780
18,1911117,2018-04-24,2018-06-05,860000,,,0,AN402018
23,1911454,2018-04-04,2018-05-30,1700000,,,0,AN398979
25,1904109,2018-04-18,2018-05-30,1350000,,,0,AN397355
27,1904854,2018-05-04,2018-06-01,465000,,,0,AN393113
29,3247271,2018-04-13,2018-06-01,1925000,,,0,AN395215
31,3890011,2018-04-19,2018-05-31,805000,,,0,AN401771
1,2901348,2018-04-19,2018-06-06,1050000,,,0,AN407225
4,887643,2018-04-20,2018-06-01,676000,,,0,AN406832
7,868989,2018-04-23,2018-06-08,550000,,,0,AN407915
19,859898,2018-05-10,2018-06-08,850000,,,0,AN405930
20,862753,2018-04-19,2018-05-31,645000,,,0,AN412768
22,879009,2018-06-12,2018-06-12,610000,,,0,AN416746
24,860410,2018-02-20,2018-06-07,570000,,,0,AN413517
25,871031,2018-05-18,2018-06-13,1785714,,,0,AN417220
27,871031,2018-05-18,2018-06-13,1785714,,,0,AN417359
28,871031,2018-05-18,2018-06-13,1785714,,,0,AN415271
29,871031,2018-05-18,2018-06-13,1785714,,,0,AN417183
30,871031,2018-05-18,2018-06-13,1785714,,,0,AN417157
31,871031,2018-05-18,2018-06-13,2380952,,,0,AN417161
32,871031,2018-05-18,2018-06-13,2380952,,,0,AN417212
33,871031,2018-05-18,2018-06-13,1785714,,,0,AN417172
34,871031,2018-05-18,2018-06-13,1785714,,,0,AN417154
35,871031,2018-05-18,2018-06-13,1785714,,,0,AN417187
36,871031,2018-05-18,2018-06-13,1785714,,,0,AN417355
37,871031,2018-05-18,2018-06-14,1785714,,,0,AN417808
38,871031,2018-05-18,2018-06-13,1785714,,,0,AN417363
39,871031,2018-05-18,2018-06-13,1785714,,,0,AN417367
40,871031,2018-05-18,2018-06-13,1785714,,,0,AN415508
41,871031,2018-05-18,2018-06-13,1785714,,,0,AN415274
42,871031,2018-05-18,2018-06-13,1785714,,,0,AN417138
43,871031,2018-05-18,2018-06-13,1785714,,,0,AN415289
44,871031,2018-05-18,2018-06-13,1785714,,,0,AN415268
45,871031,2018-05-18,2018-06-13,1785714,,,0,AN417195
46,871031,2018-05-18,2018-06-13,1785714,,,0,AN417209
47,871031,2018-05-18,2018-06-13,1785714,,,0,AN415283
48,871031,2018-05-18,2018-06-13,1785714,,,0,AN415292
49,871031,2018-05-18,2018-06-13,1785714,,,0,AN415286
50,871031,2018-05-18,2018-06-13,2380952,,,0,AN417191
51,871031,2018-05-18,2018-06-13,1785714,,,0,AN417224
52,871031,2018-05-18,2018-06-13,1785714,,,0,AN415277
53,871031,2018-05-18,2018-06-13,1785714,,,0,AN415280
54,871031,2018-05-18,2018-06-13,1785714,,,0,AN417146
55,871031,2018-05-18,2018-06-13,1785714,,,0,AN417134
56,871031,2018-05-18,2018-06-13,1785714,,,0,AN417142
57,871031,2018-05-18,2018-06-13,1785714,,,0,AN417176
58,871031,2018-05-18,2018-06-13,1785714,,,0,AN417165
59,871031,2018-05-18,2018-06-13,1785714,,,0,AN417180
60,871031,2018-05-18,2018-06-13,1785714,,,0,AN417150
61,871031,2018-05-18,2018-06-13,2380952,,,0,AN417199
62,871031,2018-05-18,2018-06-13,2380952,,,0,AN417205
63,896268,2018-04-20,2018-06-01,632000,,,0,AN406026
67,4087689,2018-04-27,2018-06-06,918000,,,0,AN416643
68,4119462,2013-10-17,2018-06-06,883000,,,0,AN417349
69,4119462,2015-02-13,2018-05-31,858000,,,0,AN413740
70,861981,2018-04-20,2018-06-01,517000,,,0,AN412891
71,3271468,2018-05-19,2018-06-14,1280000,,,0,AN418581
72,3872764,2018-04-23,2018-06-04,560000,,,0,AN408043
73,3819377,2018-04-06,2018-05-18,522000,,,0,AN417323
74,3967191,2018-04-23,2018-06-04,770000,,,0,AN410957
1,3583934,2018-05-12,2018-06-08,649000,,,0,AN407316
2,3588583,2018-04-19,2018-05-17,690000,,,0,AN404475
3,4102332,2018-02-23,2018-06-12,889000,,,0,AN420536
6,1450869,2018-03-07,2018-05-14,1100000,,,0,AN408457
7,3200345,2018-04-13,2018-05-18,1400000,,,0,AN404832
9,1910540,2018-04-28,2018-06-12,950000,,,0,AN411935
10,1900390,2018-04-27,2018-06-08,849500,,,0,AN417946
12,1896985,2018-04-27,2018-06-08,831000,,,0,AN413744
13,3304248,2018-05-04,2018-06-08,5000000,,,0,AN409751
14,3860946,2018-04-13,2018-06-08,1080000,,,0,AN412737
15,3764553,2018-04-30,2018-06-12,925000,,,0,AN418004
16,3814471,2018-04-11,2018-06-08,817000,,,0,AN420516
17,3981059,2018-04-24,2018-06-05,720000,,,0,AN407926
18,3981059,2018-04-16,2018-05-28,925000,,,0,AN417332
1,896820,2018-04-24,2018-06-12,836000,,,0,AN430927
2,2926022,2018-04-28,2018-06-08,805000,,,0,AN421306
5,887852,2018-04-20,2018-06-07,900000,,,0,AN421008
6,887888,2018-05-05,2018-06-18,857500,,,0,AN427974
13,875011,2018-05-09,2018-06-13,600000,,,0,AN430284
14,891180,2018-04-13,2018-06-15,722000,,,0,AN423868
20,862339,2018-05-02,2018-06-13,746000,,,0,AN429515
21,859898,2018-05-18,2018-06-15,773000,,,0,AN422858
22,879049,2018-05-09,2018-06-06,647000,,,0,AN418078
25,892423,2018-05-22,2018-06-15,720000,,,0,AN422411
27,871031,2018-04-16,2018-06-08,11000000,,,0,AN422502
28,871031,2018-03-12,2018-06-08,2500000,,,0,AN422432
29,871031,2018-03-12,2018-06-08,2500000,,,0,AN422445
30,871031,2018-03-12,2018-06-08,2500000,,,0,AN422462
31,871031,2018-04-16,2018-06-08,11000000,,,0,AN422502
32,871031,2018-04-16,2018-06-08,11000000,,,0,AN422502
33,871031,2018-05-18,2018-06-08,1785714,,,0,AN422649
34,871031,2018-03-12,2018-06-08,2500000,,,0,AN422467
35,871031,2018-04-16,2018-06-08,11000000,,,0,AN422502
37,896432,2018-05-19,2018-06-15,540000,,,0,AN423784
39,3086662,2018-04-13,2018-06-08,1125000,,,0,AN430346
40,3128277,2018-04-27,2018-06-08,995000,,,0,AN421951
41,3524072,2018-05-04,2018-06-13,650000,,,0,AN432240
42,4107595,2018-06-15,2018-06-20,1450000,,,0,AN436328
44,4076543,2014-10-13,2018-06-12,890000,,,0,AN416789
45,4085183,2018-05-02,2018-06-13,635000,,,0,AN428952
46,4082495,2018-03-31,2018-06-12,1200000,,,0,AN425718
47,3274708,2018-04-27,2018-06-08,525000,,,0,AN428211
1,3506599,2018-04-26,2018-06-07,625000,,,0,AN414351
2,3583934,2018-04-29,2018-06-07,1050000,,,0,AN432152
3,4102332,2018-03-20,2018-06-15,789000,,,0,AN428709
5,4102332,2018-04-20,2018-06-14,1117000,,,0,AN419947
6,4052898,2018-05-01,2018-06-15,955000,,,0,AN422023
7,1448237,2016-12-08,2018-06-08,1990000,,,0,AN414787
8,1448237,2016-12-08,2018-06-08,1700000,,,0,AN414896
10,3176423,2018-04-06,2018-06-18,410000,,,0,AN425653
12,1898231,2018-04-13,2018-06-08,970000,,,0,AN430857
13,1908474,2018-05-03,2018-06-14,1432800,,,0,AN432982
14,1898412,2018-04-28,2018-06-12,835000,,,0,AN422469
15,1908776,2018-05-05,2018-06-18,1840000,,,0,AN429713
19,1904193,2018-03-21,2018-06-08,855000,,,0,AN430878
21,1912046,2018-05-02,2018-06-13,940000,,,0,AN429247
22,1912046,2018-05-02,2018-06-13,940000,,,0,AN429247
24,3247271,2018-04-28,2018-06-13,1340000,,,0,AN425264
25,3261056,2018-03-07,2018-05-30,1325000,,,0,AN424980
26,3423818,2018-05-02,2018-06-12,985000,,,0,AN425059
1,2986225,2018-05-16,2018-06-27,592000,,,0,AN453978
5,892788,2018-05-25,2018-06-20,1140000,,,0,AN442028
6,890492,2018-04-21,2018-06-05,615000,,,0,AN441455
8,882777,2018-05-10,2018-06-21,755000,,,0,AN451521
9,891016,2018-05-28,2018-06-28,670000,,,0,AN457923
10,891075,2018-05-12,2018-06-25,831000,,,0,AN452051
12,864394,2018-05-23,2018-06-25,722000,,,0,AN446627
13,872497,2018-05-11,2018-06-19,675000,,,0,AN447335
15,870023,2018-05-12,2018-06-18,902000,,,0,AN432947
16,872738,2018-05-22,2018-06-22,765000,,,0,AN451855
17,883614,2018-05-10,2018-06-07,773000,,,0,AN444643
20,868029,2018-04-30,2018-06-25,985000,,,0,AN446323
23,893090,2018-04-24,2018-06-15,650000,,,0,AN440316
24,893109,2018-04-10,2018-05-22,625000,,,0,AN435621
26,871031,2018-05-18,2018-06-13,2380952,,,0,AN417202
28,896463,2018-05-14,2018-06-25,875000,,,0,AN455955
30,3101992,2018-05-25,2018-06-22,825000,,,0,AN441328
31,3547974,2018-04-11,2018-06-19,490000,,,0,AN440887
33,4107595,2018-05-19,2018-06-15,700000,,,0,AN443391
35,4087689,2018-05-10,2018-06-19,690000,,,0,AN444615
36,4108712,2018-04-13,2018-06-12,1450000,,,0,AN443991
38,3236079,2018-05-10,2018-06-21,1360000,,,0,AN441009
39,3543560,2018-06-12,2018-06-28,45000,,,0,AN458418
40,3796318,2018-04-26,2018-06-07,1450000,,,0,AN445503
41,4013669,2018-04-16,2018-06-15,828000,,,0,AN440350
42,3933973,2018-04-19,2018-06-20,760000,,,0,AN445850
1,2869912,2018-05-22,2018-06-22,770000,,,0,AN446587
2,4102332,2018-05-21,2018-06-21,683000,,,0,AN448984
4,4060183,2018-02-19,2018-06-25,595000,,,0,AN453880
8,3718688,2018-04-30,2018-06-12,680000,,,0,AN456522
12,1910709,2018-05-12,2018-06-25,920000,,,0,AN446147
13,1903157,2018-05-11,2018-06-22,3350000,,,0,AN446584
14,1898412,2018-05-16,2018-06-27,870000,,,0,AN454756
16,1899155,2018-03-23,2018-06-21,750000,,,0,AN441475
19,1899528,2018-05-26,2018-06-25,760000,,,0,AN448562
20,1899528,2018-05-26,2018-06-25,760000,,,0,AN448562
21,1912284,2018-05-09,2018-06-12,1550000,,,0,AN440559
23,3271317,2018-05-06,2018-06-18,700000,,,0,AN439289
24,3299066,2018-05-09,2018-06-20,790000,,,0,AN441489
25,3423818,2018-02-22,2018-06-22,1038000,,,0,AN452029
26,3423818,2018-05-03,2018-06-19,1980000,,,0,AN445683
27,3866835,2018-05-01,2018-06-15,1300000,,,0,AN440600
28,3814471,2018-03-24,2018-06-22,1277500,,,0,AN452358
29,3814471,2018-05-11,2018-06-22,815000,,,0,AN448491
1,3031011,2018-05-11,2018-06-22,1065000,,,0,AN452330
12,885193,2018-05-01,2018-06-18,650000,,,0,AN461345
13,885512,2018-03-29,2018-05-17,935000,,,0,AN463238
